planType,durationDays,amountPaid,paymentMethod,source,isGroupSubscription,previousSubscriptionsCount,previousRenewalsCount,previousRenewalRate,daysAsCustomer,paidOrdersCount,productsPurchasedCount,totalProductSpend,averageOrderValue,daysSinceLastPurchase,failedPaymentsCount,renewedNextPeriod
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,38,1,3,2947.00,2947.00,16,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,6,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,3,0,0.000000,28,1,3,997.00,997.00,32,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,1,2,1458.00,1458.00,35,1,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,7,0,0,0.00,0.00,-1,0,1
individual,15,270.90,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,22,3,9,6071.00,2023.67,1,0,1
individual,7,225.00,online_checkout,online_checkout,0,3,0,0.000000,48,0,0,0.00,0.00,-1,2,0
individual,7,204.35,cash,admin_manual,0,2,0,0.000000,52,0,0,0.00,0.00,-1,1,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
student,30,380.00,card_terminal,admin_manual,0,1,0,0.000000,34,1,1,399.00,399.00,35,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,211.84,transfer,admin_manual,0,1,0,0.000000,29,1,5,3845.00,3845.00,23,0,0
individual,7,203.68,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,1,4,3756.00,3756.00,35,0,1
individual,15,300.00,transfer,admin_manual,0,2,1,0.500000,45,1,3,2947.00,2947.00,42,1,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,2,1,5,3275.00,3275.00,11,1,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,1,3,2047.00,2047.00,7,0,0
individual,15,300.00,card_terminal,admin_manual,0,3,1,0.333333,43,1,2,1448.00,1448.00,28,2,0
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,37,2,7,3123.00,1561.50,13,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,209.05,card_terminal,admin_manual,0,1,0,0.000000,5,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,2,0,0.000000,50,1,3,1347.00,1347.00,7,1,1
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,205.16,card_terminal,admin_manual,0,2,0,0.000000,44,0,0,0.00,0.00,-1,1,0
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,37,2,5,2595.00,1297.50,26,0,0
individual,30,440.00,card_terminal,admin_manual,0,1,0,0.000000,29,1,2,2098.00,2098.00,23,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,37,1,2,1098.00,1098.00,28,0,1
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,2,1,0.500000,46,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,49,3,10,4430.00,1476.67,9,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,41,1,5,2355.00,2355.00,8,1,0
individual,7,209.45,card_terminal,admin_manual,0,1,0,0.000000,32,0,0,0.00,0.00,-1,1,0
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,38,1,3,1397.00,1397.00,18,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,2,1,0.500000,43,1,5,2445.00,2445.00,22,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,7,3,9,6161.00,2053.67,2,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,0,1,2,748.00,748.00,3,1,1
individual,15,276.48,online_checkout,online_checkout,0,1,0,0.000000,12,1,3,2647.00,2647.00,14,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,32,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,23,1,3,1277.00,1277.00,18,0,0
individual,7,212.96,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,1,5,2895.00,2895.00,4,0,1
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,29,3,9,6071.00,2023.67,8,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,35,0,0,0.00,0.00,-1,0,1
individual,7,198.27,online_checkout,online_checkout,0,2,1,0.500000,42,2,6,3944.00,1972.00,30,1,0
individual,7,225.00,online_checkout,online_checkout,0,3,0,0.000000,52,1,2,998.00,998.00,36,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,31,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,38,1,4,3826.00,3826.00,28,1,1
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,60,0,0,0.00,0.00,-1,0,0
individual,7,199.24,online_checkout,online_checkout,0,1,0,0.000000,8,1,3,2786.00,2786.00,3,1,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,42,2,5,3375.00,1687.50,17,2,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,1,4,3896.00,3896.00,33,0,0
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,49,2,6,2934.00,1467.00,9,0,1
student,30,380.00,card_terminal,admin_manual,0,0,0,0.000000,15,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,37,0,0,0.00,0.00,-1,0,0
individual,7,205.16,transfer,admin_manual,0,1,0,0.000000,32,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,33,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,9,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,3,0,0.000000,61,1,4,1726.00,1726.00,8,1,0
individual,7,225.00,cash,admin_manual,0,2,1,0.500000,49,1,2,1328.00,1328.00,47,0,0
individual,7,225.00,online_checkout,online_checkout,0,3,0,0.000000,59,2,7,6673.00,3336.50,0,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,1,2,1648.00,1648.00,35,0,0
individual,15,300.00,cash,admin_manual,0,2,0,0.000000,31,2,5,1675.00,837.50,1,1,0
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,45,1,2,1458.00,1458.00,46,2,1
individual,7,204.05,card_terminal,admin_manual,0,3,0,0.000000,68,2,7,4493.00,2246.50,38,1,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,204.83,online_checkout,online_checkout,0,2,0,0.000000,11,1,5,3275.00,3275.00,20,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,31,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,4,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,2,0,0.000000,29,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,2,8,3292.00,1646.00,15,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,265.15,transfer,admin_manual,0,2,0,0.000000,50,0,0,0.00,0.00,-1,0,1
individual,30,440.00,transfer,admin_manual,0,0,0,0.000000,15,0,0,0.00,0.00,-1,0,1
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,37,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,1,3,2227.00,2227.00,4,1,1
individual,7,225.00,online_checkout,online_checkout,0,2,1,0.500000,40,0,0,0.00,0.00,-1,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
student,30,380.00,online_checkout,online_checkout,0,3,1,0.333333,73,2,7,3093.00,1546.50,22,1,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,1,2,698.00,698.00,0,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,4,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,45,1,3,2207.00,2207.00,16,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,15,1,4,936.00,936.00,21,0,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,44,2,8,6442.00,3221.00,17,1,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,32,0,0,0.00,0.00,-1,0,0
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,14,0,0,0.00,0.00,-1,1,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,33,2,6,2574.00,1287.00,1,0,1
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,42,0,0,0.00,0.00,-1,0,0
individual,7,198.75,cash,admin_manual,0,0,0,0.000000,0,1,2,548.00,548.00,0,0,1
individual,7,209.95,cash,admin_manual,0,1,0,0.000000,31,1,3,2047.00,2047.00,5,0,1
individual,7,208.76,transfer,admin_manual,0,2,0,0.000000,41,1,4,3756.00,3756.00,47,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,30,440.00,online_checkout,online_checkout,0,3,0,0.000000,81,3,10,4430.00,1476.67,41,0,0
individual,15,262.23,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,22,1,2,628.00,628.00,6,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,35,1,4,3126.00,3126.00,4,1,1
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,8,1,4,2946.00,2946.00,22,1,1
individual,15,270.80,card_terminal,admin_manual,0,1,0,0.000000,14,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,3,0,0.000000,52,2,6,2494.00,1247.00,60,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,3,0,0.000000,46,1,4,3826.00,3826.00,36,1,0
individual,7,205.07,transfer,admin_manual,0,1,0,0.000000,29,1,3,2597.00,2597.00,32,0,1
individual,30,440.00,online_checkout,online_checkout,0,4,2,0.500000,92,3,9,5131.00,1710.33,51,1,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,2,5,2135.00,1067.50,0,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,1,3,1847.00,1847.00,7,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,32,1,3,797.00,797.00,3,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,2,4,1946.00,973.00,2,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,12,0,0,0.00,0.00,-1,1,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,32,1,5,2695.00,2695.00,3,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,11,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,2,8,5142.00,2571.00,1,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,2,7,4673.00,2336.50,1,0,1
individual,15,275.75,cash,admin_manual,0,1,0,0.000000,37,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,50,1,2,1098.00,1098.00,41,0,1
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,25,1,2,1348.00,1348.00,30,2,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,1,2,2298.00,2298.00,11,0,1
individual,7,192.69,card_terminal,admin_manual,0,2,0,0.000000,71,2,6,3174.00,1587.00,10,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,2,9,4981.00,2490.50,6,0,0
individual,7,194.65,cash,admin_manual,0,2,0,0.000000,45,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,10,0,0,0.00,0.00,-1,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,11,2,5,2595.00,1297.50,6,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,1,3,677.00,677.00,3,0,1
individual,15,261.14,online_checkout,online_checkout,0,2,0,0.000000,27,4,13,7857.00,1964.25,2,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,1,2,1648.00,1648.00,6,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,37,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,33,1,2,1948.00,1948.00,10,0,1
individual,7,199.12,cash,admin_manual,0,0,0,0.000000,0,1,4,2486.00,2486.00,6,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,1,3,1247.00,1247.00,8,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,3,1,0.333333,55,1,3,2947.00,2947.00,52,1,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,79,1,2,1798.00,1798.00,59,1,1
individual,15,300.00,cash,admin_manual,0,1,0,0.000000,37,1,4,1496.00,1496.00,54,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,3,0,0.000000,54,1,2,1458.00,1458.00,55,2,0
individual,7,225.00,cash,admin_manual,0,3,0,0.000000,60,3,11,7729.00,2576.33,1,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,8,0,0,0.00,0.00,-1,1,0
individual,7,225.00,cash,admin_manual,0,3,2,0.666667,73,2,6,5494.00,2747.00,21,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,7,1,2,1548.00,1548.00,10,1,0
individual,7,225.00,transfer,admin_manual,0,3,0,0.000000,54,3,8,5972.00,1990.67,3,2,0
individual,7,193.91,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,15,284.75,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,transfer,admin_manual,0,3,2,0.666667,65,4,17,9552.00,2388.00,27,2,0
individual,7,207.71,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,279.62,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,20,2,6,6083.00,3041.50,10,1,0
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,68,1,3,1597.00,1597.00,4,2,1
individual,30,440.00,transfer,admin_manual,0,0,0,0.000000,15,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,6,1,2,1548.00,1548.00,1,0,1
individual,7,225.00,cash,admin_manual,0,3,1,0.333333,54,1,4,996.00,996.00,7,0,0
individual,7,206.80,online_checkout,online_checkout,0,1,0,0.000000,37,0,0,0.00,0.00,-1,1,1
individual,7,193.26,transfer,admin_manual,0,4,0,0.000000,71,2,7,6673.00,3336.50,12,2,0
individual,7,207.61,cash,admin_manual,0,2,0,0.000000,42,3,8,3852.00,1284.00,2,0,1
individual,15,300.00,cash,admin_manual,0,1,0,0.000000,38,2,8,4852.00,2426.00,10,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,49,1,5,2895.00,2895.00,19,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,1
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,200.08,card_terminal,admin_manual,0,1,0,0.000000,41,1,5,3955.00,3955.00,12,1,0
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,66,0,0,0.00,0.00,-1,0,1
individual,7,209.38,online_checkout,online_checkout,0,1,0,0.000000,34,1,3,2997.00,2997.00,9,1,1
individual,15,300.00,cash,admin_manual,0,2,0,0.000000,74,2,4,2546.00,1273.00,13,0,1
individual,7,204.10,cash,admin_manual,0,1,0,0.000000,34,2,6,4134.00,2067.00,27,1,1
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,10,0,0,0.00,0.00,-1,1,1
individual,7,213.51,transfer,admin_manual,0,2,0,0.000000,77,2,6,3654.00,1827.00,18,0,1
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,37,1,2,638.00,638.00,4,0,1
individual,7,198.83,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,198.27,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,37,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,43,0,0,0.00,0.00,-1,1,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,45,1,3,1747.00,1747.00,17,0,0
individual,7,225.00,online_checkout,online_checkout,0,3,0,0.000000,55,1,3,2207.00,2207.00,26,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,35,2,4,1546.00,773.00,15,1,0
individual,15,282.92,online_checkout,online_checkout,0,1,0,0.000000,43,3,6,3394.00,1131.33,0,1,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,2,9,5791.00,2895.50,20,0,0
individual,7,210.17,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,280.63,cash,admin_manual,0,1,0,0.000000,41,1,3,2097.00,2097.00,29,1,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,57,1,1,549.00,549.00,44,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,198.63,online_checkout,online_checkout,0,1,0,0.000000,6,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,7,1,1,649.00,649.00,12,0,0
individual,7,198.95,cash,admin_manual,0,1,0,0.000000,4,1,3,2227.00,2227.00,16,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,191.52,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,206.76,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,1,4,1446.00,1446.00,37,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,1,4,2296.00,2296.00,37,0,0
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,45,1,4,3126.00,3126.00,14,1,1
individual,7,225.00,cash,admin_manual,0,3,0,0.000000,63,1,3,1347.00,1347.00,20,2,1
individual,7,225.00,online_checkout,online_checkout,0,3,0,0.000000,57,2,4,1846.00,923.00,3,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,195.67,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,35,1,3,1127.00,1127.00,14,1,1
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,67,2,7,2443.00,1221.50,30,1,0
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,18,1,3,1177.00,1177.00,6,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,42,1,3,1897.00,1897.00,18,1,0
individual,7,225.00,card_terminal,admin_manual,0,3,0,0.000000,52,2,6,5104.00,2552.00,6,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,4,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,35,1,3,687.00,687.00,18,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,3,1,0.333333,84,1,3,2497.00,2497.00,56,1,1
individual,15,300.00,transfer,admin_manual,0,2,0,0.000000,32,2,6,5644.00,2822.00,17,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,28,1,4,936.00,936.00,34,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,35,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,42,1,3,797.00,797.00,13,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,1,5,2795.00,2795.00,6,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,2,2,5,2135.00,1067.50,10,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,0,1,3,677.00,677.00,11,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,7,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,208.55,card_terminal,admin_manual,0,3,0,0.000000,79,2,6,3174.00,1587.00,18,0,0
individual,7,225.00,transfer,admin_manual,0,3,0,0.000000,26,1,5,3275.00,3275.00,35,1,0
individual,7,193.34,card_terminal,admin_manual,0,1,0,0.000000,29,1,2,908.00,908.00,21,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,41,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,74,0,0,0.00,0.00,-1,2,0
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,44,3,12,5888.00,1962.67,10,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,194.07,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,212.09,cash,admin_manual,0,1,0,0.000000,29,2,6,2244.00,1122.00,16,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,15,300.00,cash,admin_manual,0,3,1,0.333333,63,2,7,2823.00,1411.50,6,1,0
individual,15,300.00,cash,admin_manual,0,2,0,0.000000,61,2,7,3123.00,1561.50,37,1,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,1,3,2897.00,2897.00,12,1,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,32,1,4,2396.00,2396.00,29,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,3,0,0,0.00,0.00,-1,0,0
